from,to,area_en,area_es,area_fr,qty,m2,remarks_en,remarks_es,remarks_fr,room_en,room_es,room_fr
REHA,DTUR-12,clinical support,apoyo clínico,soutien clinique,1,10,May need more than one depending on bed numbers and travel distances. ,Puede necesitar más de uno según el número de camas y las distancias de viaje.,Peut en avoir besoin de plus d'un selon le nombre de lits et les distances à parcourir.,"Dirty Utility, 12m2","Utilidad sucia, 12m2","Utilitaire sale, 12m2"
REHA,DISP-10,clinical support,apoyo clínico,soutien clinique,,10,Locate on the IPU periphery for easy retrieval of waste. Should be shared with an adjacent unit where possible.,Ubíquelo en la periferia de la IPU para una fácil recuperación de los desechos. Debe compartirse con una unidad adyacente cuando sea posible.,Situé à la périphérie de l'UIP pour une récupération facile des déchets. Doit être partagé avec une unité adjacente dans la mesure du possible.,"Disposal Room, 10m2","Sala de desechos, 10m2","Salle d'élimination, 10m2"
REHA,BBEV-OP,clinical support,apoyo clínico,soutien clinique,1,4,Ideally collocated with dining room.,Ubicación ideal con comedor.,Idéalement colocalisé avec salle à manger.,"Bay - Beverage, Open Plan, 4m2","Bahía - Bebida, Plan abierto, 4m2","Baie - Boissons, plan ouvert, 4m2"
REHA,BMT-4,clinical support,apoyo clínico,soutien clinique,1,4,Ideally collocated with dining room.,Ubicación ideal con comedor.,Idéalement colocalisé avec salle à manger.,"Bay - Meal Trolley, 4m2","Bahía - Carro de comidas, 4m2","Baie - Chariot à repas, 4m2"
REHA,BLIN,clinical support,apoyo clínico,soutien clinique,1,2,Minimum 1:15 beds.,Mínimo 1:15 camas.,Minimum 1:15 lits.,Bay - Linen,Bahía - Lino,Baie - Lin
REHA,BMEQ,clinical support,apoyo clínico,soutien clinique,,4,No. dependent on assessed need and bed configuration. Likely to require a higher provision than an acute inpatient unit. ,No. depende de la necesidad evaluada y la configuración de la cama. Es probable que requiera una provisión más alta que una unidad de hospitalización aguda.,Le nombre dépend des besoins évalués et de la configuration du lit. Susceptible d'exiger une prestation plus élevée qu'une unité d'hospitalisation de courte durée.,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
REHA,BRES,clinical support,apoyo clínico,soutien clinique,1,1.5,,yaya,,Bay - Resuscitation Trolley,Carro de reanimación Bay,Bay - Chariot de réanimation
REHA,BFLW-OP,clinical support,apoyo clínico,soutien clinique,1,2,Optional.,Opcional.,Optionnel.,"Bay - Flowers, Open Plan, 2m2","Bahía - Flores, Plan abierto, 2m2","Baie - Fleurs, plan ouvert, 2m2"
REHA,STEQ-20,clinical support,apoyo clínico,soutien clinique,1,36,Assume 1.5m2 per bed.,"Suponga 1,5m2 por cama.","Supposons 1,5 m2 par lit.","Store - Equipment, 20m2","Tienda - Equipo, 20m2","Magasin - Équipement, 20m2"
REHA,CLRM-5,clinical support,apoyo clínico,soutien clinique,1,5,,yaya,,"Cleaner's Room, 5m2","Cuarto de limpieza, 5m2","Salle de nettoyage, 5m2"
REHA,CIR,clinical support,apoyo clínico,soutien clinique,0.38,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
REHA,OFF-S9,staff areas,áreas de personal,zones du personnel,1,9,Unit Manager.,Gerente de la unidad.,Chef de secteur.,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
REHA,OFF-SWS,staff areas,áreas de personal,zones du personnel,,4.4,"e.g. CNC, CNE, allied health. ","p.ej. CNC, CNE, aliados de la salud.","par exemple. CNC, CNE, alliés santé.","Office - Shared Workstation, 2.2m2","Oficina - Puesto de trabajo compartido, 2,2m2","Bureau - Poste de travail partagé, 2,2m2"
REHA,SRM-15,staff areas,áreas de personal,zones du personnel,1,15,,yaya,,"Staff Room, 15m2","Sala de personal, 15m2","Salle du personnel, 15m2"
REHA,WCST,staff areas,áreas de personal,zones du personnel,2,3,,yaya,,Toilet - Staff,Aseo - Personal,Toilette - Personnel
REHA,BPROP,staff areas,áreas de personal,zones du personnel,1,2,,yaya,,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
REHA,SHST,staff areas,áreas de personal,zones du personnel,1,3,Unless available from central staff amenities.,A menos que esté disponible en las instalaciones del personal central.,Sauf si disponible dans les commodités du personnel central.,Shower - Staff,Ducha - Personal,Douche - Personnel
REHA,GYAH-ID,therapy space,espacio de terapia,espace de thérapie,1,80,Individual treatment.,Trato individual.,Traitement individuel.,"Gymnasium, Individual Treatment","Gimnasio, Tratamiento individual","Gymnase, traitement individuel"
REHA,GYAH-GP,therapy space,espacio de terapia,espace de thérapie,1,35,Group activities. Inclusion dependent on service model. Usually 6-8 patient would participate in these activities. ,"Actividades grupales. La inclusión depende del modelo de servicio. Por lo general, 6-8 pacientes participarían en estas actividades.","Activités de groupes. L'inclusion dépend du modèle de service. Habituellement, 6 à 8 patients participent à ces activités.","Gymnasium, Group Therapy","Gimnasio, terapia de grupo","Gymnase, thérapie de groupe"
REHA,TRMT,therapy space,espacio de terapia,espace de thérapie,1,20 (o),"Optional. In many cases, depending on the size and complexity of the service, space can be shared in the main gym area. ","Opcional. En muchos casos, dependiendo del tamaño y la complejidad del servicio, el espacio se puede compartir en el área principal del gimnasio.","Optionnel. Dans de nombreux cas, selon la taille et la complexité du service, l'espace peut être partagé dans la salle de gym principale.",Treatment Room,Sala de tratamiento,Salle de traitement
REHA,TRMT-HTS,therapy space,espacio de terapia,espace de thérapie,1,16 (o),Optional and should only be included if services provided. Space allocated for equipment associated with splinting. May also be used as a closed treatment space.,Opcional y solo debe incluirse si se brindan servicios. Espacio asignado para equipo asociado con entablillado. También se puede utilizar como espacio de tratamiento cerrado.,Facultatif et ne doit être inclus que si les services sont fournis. Espace alloué aux équipements associés à l'attelle. Peut également être utilisé comme espace de traitement fermé.,Treatment Room - Hand Therapy / Splinting,Sala de tratamiento - Terapia de manos / Férula,Salle de traitement - Thérapie de la main / attelle
REHA,ADLB,therapy space,espacio de terapia,espace de thérapie,1,12,,yaya,,ADL Bathroom,Baño ADL,Salle de bain ADL
REHA,ADLK,therapy space,espacio de terapia,espace de thérapie,1,12,,yaya,,ADL Kitchen,Cocina ADL,Cuisine ADL
REHA,CONS,therapy space,espacio de terapia,espace de thérapie,,12,May be used by staff such as speech pathology and medical staff.,Puede ser utilizado por personal como patología del habla y personal médico.,Peut être utilisé par le personnel tel que l'orthophonie et le personnel médical.,Consult Room,Sala de consulta,Salle de consultation
REHA,INTF-MH,therapy space,espacio de terapia,espace de thérapie,,12,"May be used by a range of staff such as social work, psychologists, dietetics etc. Lockable storage required where psychological testing provided.","Puede ser utilizado por una variedad de personal como trabajo social, psicólogos, dietistas, etc. Se requiere almacenamiento con cerradura donde se proporcionan pruebas psicológicas.","Peut être utilisé par divers membres du personnel tels que le travail social, les psychologues, les diététiciens, etc. Stockage verrouillable requis lorsque des tests psychologiques sont fournis.",Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
REHA,STEQ-14,therapy space,espacio de terapia,espace de thérapie,1,15,Supporting gyms.,Gimnasios de apoyo.,Soutenir les gymnases.,"Store - Equipment, 14m2","Tienda - Equipo, 14m2","Magasin - Équipement, 14m2"
REHA,WCPT,therapy space,espacio de terapia,espace de thérapie,1,4,,yaya,,Toilet - Patient,Aseo - Paciente,Toilette - Patient
REHA,CIR,therapy space,espacio de terapia,espace de thérapie,0.3,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
ONC,AIRLE-12,entry,entrada,entrée,1,10 (o),"Optional, not required if entry is provided through an internal entry. ","Opcional, no se requiere si la entrada se proporciona a través de una entrada interna.","Facultatif, non obligatoire si l'entrée est fournie via une entrée interne.","Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
ONC,WAIT-30,entry,entrada,entrée,1,30,Consider access to health promotion and patient education in waiting area. Electronic self registration and queueing systems may be implemented. ,Considere el acceso a la promoción de la salud y la educación del paciente en la sala de espera. Pueden implementarse sistemas electrónicos de colas y de autorregistro.,Envisager l'accès à la promotion de la santé et à l'éducation des patients dans la salle d'attente. Des systèmes électroniques d'auto-enregistrement et de mise en file d'attente peuvent être mis en œuvre.,"Waiting, 30m2","Espera, 30m2","Attente, 30m2"
ONC,RECL-10,entry,entrada,entrée,1,20,2 and 3 staff assumed. To be aligned with BPROPosed staffing requirements.,2 y 3 empleados asumidos. Estar alineado con los requisitos de personal de BPROPosed.,2 et 3 personnels supposés. À aligner sur les exigences de dotation en personnel de BPROPosed.,"Reception/ Clerical, 10m2","Recepción/Administración, 10m2","Réception/Commis, 10m2"
ONC,,entry,entrada,entrée,,4.4,Other administrative workstations. Number dependent on staffing profile.,Otras estaciones de trabajo administrativas. Número que depende del perfil de la dotación de personal.,Autres postes de travail administratifs. Le nombre dépend du profil du personnel.,,,
ONC,STPS-8,entry,entrada,entrée,1,8,,yaya,,"Store - Photocopy/ Stationery, 8m2","Tienda - Fotocopias / Papelería, 8m2","Magasin - Photocopie/papeterie, 8m2"
ONC,BWC,entry,entrada,entrée,1,6,Trolleys and wheelchairs.,Carritos y sillas de ruedas.,Chariots et fauteuils roulants.,Bay - Wheelchair Park,Bahía - Parque para sillas de ruedas,Baie - Parc pour fauteuils roulants
ONC,WCPU,entry,entrada,entrée,2,3,,yaya,,Toilet - Public ,Aseo - Público,Toilettes publiques
ONC,WCAC,entry,entrada,entrée,1,6,,yaya,,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
ONC,PAR,entry,entrada,entrée,1,6 (o),Optional. Access may be provided through an adjacent department. This is essential for paediatric services.,Opcional. El acceso se puede proporcionar a través de un departamento adyacente. Esto es fundamental para los servicios pediátricos.,Optionnel. L'accès peut être assuré par un département adjacent. Ceci est essentiel pour les services pédiatriques.,Parenting Room,Sala de Padres,Salle des parents
ONC,BWD-1,entry,entrada,entrée,1,1,,yaya,,Bay - Water Dispenser,Bahía - Dispensador de agua,Baie - Distributeur d'eau
ONC,BVM-3,entry,entrada,entrée,1,3(o),"Optional, depending on local approaches and service location.","Opcional, según los enfoques locales y la ubicación del servicio.","Facultatif, selon les approches locales et l'emplacement du service.",Bay - Vending Machine,Bahía - Máquina expendedora,Baie - Distributeur automatique
ONC,,entry,entrada,entrée,1,12 (o),"Optional, depending on overall approach to volunteers across the facility. May be included as part of a Wellness Centre where provided.","Opcional, según el enfoque general de los voluntarios en toda la instalación. Puede incluirse como parte de un centro de bienestar cuando se proporcione.","Facultatif, en fonction de l'approche globale des bénévoles dans l'ensemble de l'établissement. Peut être inclus dans le cadre d'un centre de bien-être lorsqu'il est fourni.",,,
ONC,CIR,entry,entrada,entrée,0.25,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
ONC,WAIT-20,outpatient clinics,clínicas para pacientes ambulatorios,Cliniques ambulatoires,1,20,For 2 bunker scenario outpatients assumed to share main waiting area.,"Para 2 casos de búnker, se supone que los pacientes ambulatorios comparten el área de espera principal.","Pour 2 scénarios de bunker, les patients ambulatoires sont supposés partager la zone d'attente principale.","Waiting, 20m2","Espera, 20m2","Attente, 20m2"
